13.8	1	7.33108e-10
14	1	8.28819e-10
14.2	1	8.72466e-10
14.4	1	8.9397e-09
14.6	1	6.71097e-10
14.8	1	3.84779e-10
15	1	4.78236e-11
15.2	1	3.23819e-10
15.4	1	1.53664e-09
15.6	1	3.96751e-09
15.8	1	8.17084e-09
16	1	1.48724e-08
16.2	1	2.49743e-08
16.4	1	3.95534e-08
16.6	1	5.98454e-08
16.8	1	8.72074e-08
17	1	9.23906e-13
17.2	1	9.97658e-13
17.4	1	1.03644e-12
17.6	1	1.04138e-12
17.8	1	1.01589e-12
18	1	9.66375e-13
18.2	1	8.98483e-13
18.4	1	8.17809e-13
18.6	1	7.30059e-13
18.8	1	6.40548e-13
19	1	5.53073e-13
19.2	1	4.70669e-13
19.4	1	3.94903e-13
19.6	1	3.26078e-13
19.8	1	2.64284e-13
20	1	2.08594e-13
